"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags"
"MeSHDb for Anolis carolinensis (Anole lizard, v010)","Correspondence table between NCBI Gene ID and MeSH ID for Anolis carolinensis (Anole lizard)","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Anolis carolinensis",28377,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Aca.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Aca.eg.db:Anolis carolinensis:Anole lizard:v010"
"MeSHDb for Ailuropoda melanoleuca (Panda, v010)","Correspondence table between NCBI Gene ID and MeSH ID for Ailuropoda melanoleuca (Panda)","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Ailuropoda melanoleuca",9646,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Ame.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Ame.eg.db:Ailuropoda melanoleuca:Panda:v010"
"MeSHDb for Apis mellifera (Honey bee, v010)","Correspondence table between NCBI Gene ID and MeSH ID for Apis mellifera (Honey bee)","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Apis mellifera",7460,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Aml.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Aml.eg.db:Apis mellifera:Honey bee:v010"
"MeSHDb for Aspergillus nidulans FGSC A4 (Filamentous ascomycete, v010)","Correspondence table between NCBI Gene ID and MeSH ID for Aspergillus nidulans FGSC A4 (Filamentous ascomycete)","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Aspergillus nidulans FGSC A4",227321,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Ani.FGSC.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Ani.FGSC.eg.db:Aspergillus nidulans FGSC A4:Filamentous ascomycete:v010"
"MeSHDb for Arabidopsis thaliana (Thale cress, v010)","Correspondence table between NCBI Gene ID and MeSH ID for Arabidopsis thaliana (Thale cress)","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Arabidopsis thaliana",3702,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Ath.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Ath.eg.db:Arabidopsis thaliana:Thale cress:v010"
"MeSHDb for Branchiostoma floridae (Lancelet, v010)","Correspondence table between NCBI Gene ID and MeSH ID for Branchiostoma floridae (Lancelet)","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Branchiostoma floridae",7739,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Bfl.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Bfl.eg.db:Branchiostoma floridae:Lancelet:v010"
"MeSHDb for Bacillus subtilis subsp. subtilis str. 168 (v010)","Correspondence table between NCBI Gene ID and MeSH ID for Bacillus subtilis subsp. subtilis str. 168","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Bacillus subtilis subsp. subtilis str. 168",224308,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Bsu.168.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Bsu.168.eg.db:v010"
"MeSHDb for Bacillus subtilis subsp. spizizenii str. TU-B-10 (v010)","Correspondence table between NCBI Gene ID and MeSH ID for Bacillus subtilis subsp. spizizenii str. TU-B-10","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Bacillus subtilis subsp. spizizenii TU-B-10",1052585,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Bsu.TUB10.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Bsu.TUB10.eg.db:v010"
"MeSHDb for Bos taurus (Cow, v010)","Correspondence table between NCBI Gene ID and MeSH ID for Bos taurus (Cow)","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Bos taurus",9913,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Bta.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Bta.eg.db:Bos taurus:Cow:v010"
"MeSHDb for Candida albicans SC5314 (v010)","Correspondence table between NCBI Gene ID and MeSH ID for Candida albicans SC5314","3.22",NA,"TSV","https://github.com/rikenbit/mesh-workflow","27-Sep-2025","Candida albicans SC5314",237561,NA,"NCBI,DBCLS","Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>","SQLiteFile","FilePath","AHMeSHDbs/v010/MeSH.Cal.SC5314.eg.db.sqlite","MeSHDb:MeSH:NCBI:DBCLS:Gendoo:Gene:NCBI Gene:gene2accession:Annotation:MeSH.Cal.SC5314.eg.db:v010"
